order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales
8213,CA-2018-167150,1648,2,0.2,23,0.35,66
8214,CA-2018-167227,96,2,0,6,0.49,12
8215,CA-2018-167227,336,10,0,21,0.25,84
8216,CA-2018-167381,222,9,0,13,0.48,28
8217,CA-2018-167381,1191,2,0,41,0.17,242
8218,CA-2018-167395,1504,2,0,0,0.04,4
8219,CA-2018-167395,291,7,0,80,0.28,287
8220,CA-2018-167395,726,5,0,284,0.29,980
8221,CA-2018-167542,194,3,0.2,6,0.34,18
8222,CA-2018-167549,1379,6,0.3,-4,-0.01,298
8223,CA-2018-167626,1,3,0.2,3,0.38,9
8224,CA-2018-167626,890,2,0.2,21,0.21,101
8225,CA-2018-167640,198,4,0,6,0.49,12
8226,CA-2018-167640,676,6,0,8,0.34,24
8227,CA-2018-167640,518,2,0.2,23,0.11,206
8228,CA-2018-167640,1684,7,0,141,0.49,287
8229,CA-2018-167661,257,4,0.2,7,0.36,20
8230,CA-2018-167661,246,5,0.2,13,0.34,40
8231,CA-2018-167661,1748,2,0,28,0.45,62
8232,CA-2018-167668,215,4,0,30,0.5,59
8233,CA-2018-167703,640,3,0.7,-4,-0.8,5
8234,CA-2018-167703,866,2,0.2,36,0.13,286
8235,CA-2018-167752,299,1,0.2,4,0.11,34
8236,CA-2018-167752,853,8,0.2,313,0.16,1924
8237,CA-2018-167871,1504,1,0.2,-1,-0.23,3
8238,CA-2018-167871,1735,1,0.2,16,0.35,44
8239,CA-2018-167899,375,3,0,5,0.29,18
8240,CA-2018-167899,1044,5,0,73,0.14,520
8241,CA-2018-167913,188,7,0,13,0.48,26
8242,CA-2018-167913,543,2,0,86,0.26,330
8243,CA-2018-167941,239,8,0.7,-11,-0.8,13
8244,CA-2018-167941,617,2,0.2,6,0.23,28
8245,CA-2018-167941,1825,6,0.2,11,0.35,31
8246,CA-2018-167941,418,4,0.2,-52,-0.2,259
8247,CA-2018-167941,9,3,0.2,44,0.09,500
8248,CA-2018-167976,89,3,0,7,0.26,26
8249,CA-2018-168102,1444,2,0.2,-21,-0.19,114
8250,CA-2018-168109,1492,1,0.2,3,0.34,8
8251,CA-2018-168109,1000,2,0,26,0.44,60
8252,CA-2018-168109,1283,4,0,743,0.44,1688
8253,CA-2018-168109,1226,6,0.2,210,0.09,2395
8254,CA-2018-168123,105,2,0,3,0.32,8
8255,CA-2018-168123,257,3,0,9,0.49,19
8256,CA-2018-168123,704,2,0,63,0.49,128
8257,CA-2018-168123,1345,4,0,58,0.26,221
8258,CA-2018-168172,72,4,0,21,0.3,70
8259,CA-2018-168179,1825,3,0,9,0.48,19
8260,CA-2018-168193,1673,1,0,12,0.46,26
8261,CA-2018-168193,1619,3,0,17,0.23,72
8262,CA-2018-168228,1170,3,0,6,0.46,12
8263,CA-2018-168228,358,2,0,12,0.26,47
8264,CA-2018-168228,363,4,0,33,0.27,124
8265,CA-2018-168389,1499,1,0.2,1,0.1,14
8266,CA-2018-168389,754,1,0.2,-12,-0.19,65
8267,CA-2018-168389,1106,4,0.2,-17,-0.23,74
8268,CA-2018-168389,364,6,0.45,-420,-0.58,722
8269,CA-2018-168396,180,5,0,25,0.48,52
8270,CA-2018-168396,506,3,0,11,0.09,124
8271,CA-2018-168403,290,1,0.2,1,0.08,11
8272,CA-2018-168403,1725,6,0.2,11,0.36,31
8273,CA-2018-168641,1818,2,0,6,0.48,13
8274,CA-2018-168641,474,9,0,7,0.45,16
8275,CA-2018-168641,127,2,0,79,0.47,168
8276,CA-2018-168641,1200,2,0.2,-16,-0.05,322
8277,CA-2018-168655,714,3,0.2,30,0.38,80
8278,CA-2018-168655,1616,5,0,95,0.16,595
8279,CA-2018-168739,563,4,0.6,-52,-0.8,65
8280,CA-2018-168837,393,2,0,4,0.39,9
8281,CA-2018-168858,1501,3,0,8,0.5,17
8282,CA-2018-168858,863,7,0,626,0.25,2505
8283,CA-2018-168900,535,1,0.7,-2,-0.83,2
8284,CA-2018-168942,646,3,0,50,0.27,187
8285,CA-2018-169005,1132,2,0,1,0.26,6
8286,CA-2018-169012,290,3,0,11,0.26,42
8287,CA-2018-169054,1535,3,0.2,0,0.0,254
8288,CA-2018-169124,867,3,0,54,0.42,129
8289,CA-2018-169264,243,2,0,3,0.49,6
8290,CA-2018-169264,1132,6,0,4,0.26,17
8291,CA-2018-169285,1757,1,0,3,0.49,6
8292,CA-2018-169285,539,5,0,133,0.48,277
8293,CA-2018-169327,64,5,0,11,0.26,43
8294,CA-2018-169327,717,5,0.2,46,0.31,148
8295,CA-2018-169327,1042,5,0,133,0.26,512
8296,CA-2018-169362,1034,2,0.2,-1,-0.04,40
8297,CA-2018-169404,1585,4,0.7,-29,-0.77,38
8298,CA-2018-169404,1684,2,0.2,24,0.36,66
8299,CA-2018-169411,561,1,0,7,0.18,38
8300,CA-2018-169439,324,5,0.2,4,0.15,26
8301,CA-2018-169439,506,2,0.2,-9,-0.14,66
8302,CA-2018-169474,287,3,0,8,0.26,33
8303,CA-2018-169607,1749,2,0,5,0.47,10
8304,CA-2018-169691,1792,3,0,9,0.49,18
8305,CA-2018-169691,199,3,0,22,0.5,44
8306,CA-2018-169691,1546,5,0,23,0.27,85
8307,CA-2018-169810,207,7,0,10,0.47,20
8308,CA-2018-169817,928,2,0.7,-2,-0.8,2
8309,CA-2018-169859,552,3,0,11,0.42,26
8310,CA-2018-169859,5,5,0,21,0.47,44
8311,CA-2018-169859,1635,14,0.2,23,0.35,65
8312,CA-2018-169894,706,2,0.7,-15,-0.73,21
8313,CA-2018-169894,635,8,0.2,-42,-0.1,416
8314,CA-2018-169901,137,3,0.2,5,0.1,48
8315,CA-2018-169929,935,5,0,10,0.26,40
8316,CA-2018-169978,536,3,0.2,5,0.34,14
8317,CA-2018-169978,529,2,0.1,48,0.18,272
8318,CA-2018-169999,1652,3,0.2,4,0.33,12
8319,CA-2018-169999,1483,2,0,6,0.05,129
8320,US-2015-100279,734,2,0,11,0.48,22
8321,US-2015-100853,220,4,0.2,7,0.33,20
8322,US-2015-100853,953,2,0.8,-131,-2.5,52
8323,US-2015-102071,967,4,0,4,0.06,68
8324,US-2015-102071,1471,3,0,40,0.24,168
8325,US-2015-102631,870,3,0.6,-42,-0.45,94
8326,US-2015-102715,41,3,0.2,2,0.34,7
8327,US-2015-102715,1829,2,0.2,4,0.35,10
8328,US-2015-102715,1027,7,0.2,42,0.13,336
8329,US-2015-102715,1029,3,0.2,82,0.21,384
8330,US-2015-103338,541,3,0,2,0.26,8
8331,US-2015-103905,43,7,0.8,-46,-1.55,30
8332,US-2015-103905,891,4,0.2,4,0.1,38
8333,US-2015-104759,640,7,0.8,-14,-1.7,8
8334,US-2015-104759,959,2,0.2,14,0.18,80
8335,US-2015-105137,1309,2,0.7,-13,-0.73,18
8336,US-2015-105137,804,2,0.7,-71,-0.7,102
8337,US-2015-105151,1415,5,0,3,0.28,11
8338,US-2015-105767,135,2,0.7,-3,-0.8,3
8339,US-2015-105767,1131,9,0.2,2,0.11,21
8340,US-2015-105767,1108,2,0.4,-10,-0.18,55
8341,US-2015-106299,1079,2,0,9,0.43,21
8342,US-2015-106299,1632,5,0,13,0.47,27
8343,US-2015-106299,1461,2,0,226,0.27,838
8344,US-2015-106334,1721,3,0,6,0.45,13
8345,US-2015-106334,319,3,0.2,23,0.1,230
8346,US-2015-106992,1842,7,0.4,-252,-0.1,2520
8347,US-2015-106992,988,3,0.4,-510,-0.17,3060
8348,US-2015-107405,1552,1,0.2,-4,-0.24,16
8349,US-2015-107699,249,9,0,26,0.46,57
8350,US-2015-107993,523,7,0.2,8,0.16,51
8351,US-2015-109036,197,3,0,15,0.48,31
8352,US-2015-109162,1457,3,0.2,11,0.06,170
8353,US-2015-109456,261,3,0.2,5,0.35,14
8354,US-2015-109456,1015,3,0,86,0.48,180
8355,US-2015-110674,754,2,0.2,-24,-0.19,130
8356,US-2015-111171,414,5,0.8,-15,-1.7,9
8357,US-2015-111353,193,2,0,12,0.47,25
8358,US-2015-112200,246,5,0.8,-16,-1.65,10
8359,US-2015-112564,1651,3,0.7,-2,-0.7,3
8360,US-2015-112795,1793,3,0,10,0.49,19
8361,US-2015-112872,665,3,0.2,5,0.09,53
8362,US-2015-112872,425,1,0.5,-171,-0.62,275
8363,US-2015-112914,269,2,0.8,-4,-1.6,3
8364,US-2015-112914,1292,2,0.2,1,0.34,3
8365,US-2015-112914,1751,8,0.2,11,0.31,34
8366,US-2015-112914,1198,2,0.32,-97,-0.32,301
8367,US-2015-112949,1174,2,0,2,0.48,4
8368,US-2015-112949,855,6,0,156,0.33,472
8369,US-2015-112991,1726,4,0,12,0.48,26
8370,US-2015-112991,1841,4,0,42,0.46,91
8371,US-2015-112991,1203,3,0.2,4,0.01,338
8372,US-2015-113124,1483,2,0,6,0.05,129
8373,US-2015-114188,36,4,0,9,0.28,33
8374,US-2015-114188,1414,9,0,12,0.31,39
8375,US-2015-114188,16,7,0,60,0.43,140
8376,US-2015-114377,766,5,0,40,0.27,150
8377,US-2015-115189,453,6,0.4,-50,-0.2,252
8378,US-2015-115189,827,3,0.4,-192,-0.37,524
8379,US-2015-115196,21,2,0.5,-572,-0.44,1300
8380,US-2015-115413,1157,3,0,3,0.29,9
8381,US-2015-115413,1273,3,0,52,0.35,150
8382,US-2015-115987,704,4,0.8,-79,-1.55,51
8383,US-2015-117058,655,6,0.8,-31,-1.75,17
8384,US-2015-117135,1339,3,0,10,0.28,37
8385,US-2015-117135,1044,1,0,15,0.14,104
8386,US-2015-117135,972,1,0,74,0.26,285
8387,US-2015-117163,523,4,0,12,0.33,36
8388,US-2015-117163,1344,1,0,14,0.25,57
8389,US-2015-117163,279,3,0.2,-17,-0.05,333
8390,US-2015-117170,1718,1,0.2,2,0.36,5
8391,US-2015-117170,1025,2,0.2,13,0.28,48
8392,US-2015-117380,426,1,0.4,-143,-0.43,331
8393,US-2015-117744,1160,7,0.2,1,0.09,16
8394,US-2015-117744,12,5,0.6,-24,-0.6,40
8395,US-2015-117744,510,5,0.6,-25,-0.43,58
8396,US-2015-117968,333,2,0,2,0.44,5
8397,US-2015-117968,633,3,0,22,0.28,79
8398,US-2015-117968,837,5,0,295,0.26,1133
8399,US-2015-118486,1051,1,0.2,-2,-0.21,10
8400,US-2015-118486,922,2,0.2,22,0.19,117
8401,US-2015-118486,964,3,0.4,-36,-0.23,155
8402,US-2015-118997,1386,8,0,316,0.26,1216
8403,US-2015-119081,1451,2,0,13,0.32,41
8404,US-2015-119081,1403,5,0,11,0.19,57
8405,US-2015-119081,683,2,0,149,0.45,332
8406,US-2015-119081,461,3,0,7,0.02,358
8407,US-2015-119137,1636,5,0.7,-6,-0.7,8
8408,US-2015-119137,1139,1,0.2,1,0.1,9
8409,US-2015-119137,1095,10,0.2,-30,-0.06,479
8410,US-2015-119137,1115,8,0.2,179,0.18,1024
8411,US-2015-120175,976,6,0,29,0.46,64
8412,US-2015-120236,720,5,0.8,-12,-1.5,8
8413,US-2015-120313,1108,2,0.2,8,0.11,74
8414,US-2015-120740,297,2,0,31,0.29,107
8415,US-2015-120740,874,4,0,77,0.41,188
8416,US-2015-121566,413,1,0.2,1,0.31,3
8417,US-2015-121566,1421,3,0,3,0.44,7
8418,US-2015-121734,695,1,0.2,3,0.35,10
8419,US-2015-122021,1688,2,0.2,3,0.36,8
8420,US-2015-122021,757,2,0.3,-8,-0.04,183
8421,US-2015-122959,682,2,0.8,-337,-1.6,210
8422,US-2015-123183,208,2,0,5,0.46,10
8423,US-2015-123183,188,6,0,11,0.48,23
8424,US-2015-123183,1309,7,0,102,0.48,213
8425,US-2015-123183,1436,6,0,236,0.23,1026
8426,US-2015-123519,1167,1,0.2,0,0.11,3
8427,US-2015-123519,849,1,0.4,-52,-0.38,137
8428,US-2015-123519,1278,1,0.2,43,0.16,264
8429,US-2015-124625,296,3,0,19,0.21,90
8430,US-2015-125521,742,4,0,285,0.25,1140
8431,US-2015-126340,1577,3,0.2,25,0.08,334
8432,US-2015-126571,116,3,0.2,68,0.34,201
8433,US-2015-126571,644,2,0.2,11,0.04,282
8434,US-2015-127635,1353,4,0.2,-1,-0.23,6
8435,US-2015-127635,1693,2,0.2,2,0.31,7
8436,US-2015-127635,1581,2,0.8,-14,-1.6,9
8437,US-2015-127635,1496,5,0.6,-7,-0.68,10
8438,US-2015-127978,204,3,0.2,5,0.33,15
8439,US-2015-127978,588,8,0.2,-10,-0.23,45
8440,US-2015-127978,1191,5,0.5,-200,-0.66,302
8441,US-2015-128685,260,2,0.2,2,0.31,7
8442,US-2015-129609,251,2,0,7,0.4,16
8443,US-2015-130358,80,1,0.2,0,0.11,3
8444,US-2015-130358,1305,9,0.2,2,0.09,20
8445,US-2015-130379,597,2,0.6,-24,-0.83,29
8446,US-2015-130379,793,2,0.8,-166,-2.2,76
8447,US-2015-131275,558,2,0,14,0.13,111
8448,US-2015-131275,1530,4,0.2,416,0.33,1280
8449,US-2015-131275,1551,7,0,334,0.18,1856
8450,US-2015-131870,1135,9,0.2,3,0.09,31
8451,US-2015-131870,1183,6,0.2,13,0.21,61
8452,US-2015-131982,422,2,0.2,34,0.31,108
8453,US-2015-132745,1515,1,0,0,0.0,5
8454,US-2015-133130,1712,2,0,40,0.49,82
8455,US-2015-133130,529,5,0.2,45,0.08,604
8456,US-2015-133949,1247,7,0.2,59,0.13,476
8457,US-2015-134054,524,7,0,113,0.44,256
8458,US-2015-134187,1160,1,0,1,0.27,3
8459,US-2015-134614,311,6,0.5,-408,-0.66,618
8460,US-2015-134712,1507,2,0.2,4,0.31,13
8461,US-2015-134733,1118,2,0.2,31,0.38,84
8462,US-2015-134733,1369,3,0.15,21,0.05,436
8463,US-2015-134971,1634,3,0.8,-21,-1.65,12
8464,US-2015-135881,984,2,0,0,0.03,5
8465,US-2015-135881,260,5,0.2,6,0.33,18
8466,US-2015-135881,9,1,0,56,0.27,208
8467,US-2015-135972,1176,2,0.2,28,0.11,246
8468,US-2015-135972,404,3,0,702,0.39,1800
8469,US-2015-137155,1052,6,0,10,0.31,32
8470,US-2015-137155,1729,3,0,82,0.49,168
8471,US-2015-137155,954,3,0,155,0.29,534
8472,US-2015-137680,1570,3,0.2,8,0.34,23
8473,US-2015-137680,1088,4,0.2,11,0.34,33
8474,US-2015-137869,1292,3,0,3,0.47,6
8475,US-2015-137869,830,4,0,107,0.09,1185
8476,US-2015-138247,1552,1,0,0,0.01,20
8477,US-2015-138247,1619,1,0,6,0.23,24
8478,US-2015-138247,1468,3,0,13,0.21,63
8479,US-2015-138247,1439,7,0.2,17,0.1,174
8480,US-2015-138247,172,2,0,101,0.28,362
8481,US-2015-138247,446,3,0.2,51,0.06,818
8482,US-2015-138758,868,2,0.2,12,0.18,69
8483,US-2015-138758,755,2,0.3,-47,-0.27,172
8484,US-2015-138828,538,3,0,7,0.47,15
8485,US-2015-138828,1139,5,0,16,0.28,58
8486,US-2015-138835,1586,2,0,5,0.49,10
8487,US-2015-139500,1385,2,0.3,-1,-0.03,37
8488,US-2015-139640,1795,5,0.2,9,0.35,26
8489,US-2015-139640,1235,4,0.2,9,0.08,121
8490,US-2015-140116,362,4,0.2,9,0.11,83
8491,US-2015-140116,1551,3,0.2,-16,-0.03,636
8492,US-2015-140452,894,2,0.8,-8,-1.75,5
8493,US-2015-140452,1185,3,0.6,-5,-0.45,11
8494,US-2015-140452,334,4,0.8,-32,-2.25,14
8495,US-2015-140452,1359,2,0.2,-8,-0.24,35
8496,US-2015-140452,1454,4,0.2,-7,-0.2,35
8497,US-2015-140452,964,5,0.5,-120,-0.56,215
8498,US-2015-140914,500,2,0.6,-8,-0.73,11
8499,US-2015-140914,742,4,0.3,-57,-0.07,798
8500,US-2015-141215,264,3,0.8,-15,-1.7,9
8501,US-2015-141215,980,2,0.3,-19,-0.19,100
8502,US-2015-141215,742,4,0.3,-57,-0.07,798
8503,US-2015-141257,834,3,0.2,73,0.13,586
8504,US-2015-143231,1183,5,0,23,0.37,63
8505,US-2015-143231,921,3,0,27,0.24,114
8506,US-2015-143287,90,2,0,2,0.3,7
8507,US-2015-143287,1660,5,0,22,0.47,46
8508,US-2015-143287,1672,4,0,110,0.49,224
8509,US-2015-143581,1484,3,0,10,0.03,345
8510,US-2015-143707,1423,3,0,2,0.27,6
8511,US-2015-143721,1214,2,0.3,-36,-0.23,155
8512,US-2015-144078,1508,3,0,3,0.35,7
8513,US-2015-144078,1022,5,0.2,47,0.09,540
8514,US-2015-144078,837,4,0.2,54,0.08,725
8515,US-2015-146353,259,4,0,11,0.48,23
8516,US-2015-146353,634,5,0,16,0.06,270
8517,US-2015-147606,565,5,0.6,-14,-0.75,19
8518,US-2015-147627,1142,3,0,2,0.27,7
8519,US-2015-147627,1169,7,0,7,0.29,23
8520,US-2015-147627,1501,3,0,11,0.47,23
8521,US-2015-147627,565,4,0,12,0.3,39
8522,US-2015-147627,145,7,0,182,0.26,700
8523,US-2015-147627,826,3,0,224,0.21,1068
8524,US-2015-147648,1684,2,0,40,0.49,82
8525,US-2015-147704,1633,4,0,14,0.49,29
8526,US-2015-147704,1751,6,0,14,0.45,32
8527,US-2015-147704,4,5,0,37,0.47,78
8528,US-2015-147704,666,5,0,42,0.25,169
8529,US-2015-147774,686,1,0.7,-52,-0.77,67
8530,US-2015-148194,587,7,0,4,0.32,12
8531,US-2015-148194,812,4,0,19,0.33,58
8532,US-2015-148838,1720,7,0,16,0.47,35
8533,US-2015-148838,1711,4,0,76,0.49,155
8534,US-2015-148838,821,3,0.4,-123,-0.2,614
8535,US-2015-148838,278,4,0.4,-554,-0.52,1072
8536,US-2015-148838,370,7,0.4,-448,-0.28,1580
8537,US-2015-149034,1005,1,0.2,-1,-0.03,47
8538,US-2015-150119,1850,8,0.7,-5,-0.7,7
8539,US-2015-150119,677,4,0.2,8,0.35,22
8540,US-2015-150119,761,2,0.3,-12,-0.04,281
8542,US-2015-150126,1753,11,0,32,0.49,66
8543,US-2015-150434,50,1,0,2,0.48,4
8544,US-2015-150434,178,2,0,10,0.46,21
8545,US-2015-150434,281,1,0.3,-4,-0.06,71
8546,US-2015-150434,1299,2,0,94,0.26,360
8547,US-2015-150532,574,5,0.2,6,0.11,56
8548,US-2015-150574,929,2,0.7,-4,-0.77,5
8549,US-2015-150574,305,5,0.2,-19,-0.08,248
8550,US-2015-150924,1645,5,0.8,-8,-1.55,5
8551,US-2015-151015,1313,3,0.8,-5,-1.65,3
8552,US-2015-151015,1696,4,0.2,7,0.36,19
8553,US-2015-151015,1748,13,0.2,101,0.31,322
8554,US-2015-151925,977,2,0.2,0,0.0,146
8555,US-2015-152030,744,3,0.3,-9,-0.01,601
8556,US-2015-152723,35,1,0.8,-1,-1.6,1
8557,US-2015-154655,79,2,0.2,3,0.11,22
8558,US-2015-154879,1506,2,0,3,0.47,6
8559,US-2015-154879,1102,6,0,30,0.28,108
8560,US-2015-155502,576,3,0,4,0.36,12
8561,US-2015-155502,1347,2,0,8,0.5,17
8562,US-2015-155502,608,3,0,9,0.48,19
8563,US-2015-155502,731,3,0,31,0.49,63
8564,US-2015-155502,1045,13,0,0,0.0,155
8565,US-2015-155502,938,2,0,53,0.28,188
8566,US-2015-155502,1376,8,0,0,0.0,490
8567,US-2015-155544,499,3,0.2,7,0.2,33
8568,US-2015-155544,215,5,0.2,22,0.38,59
8569,US-2015-155544,756,3,0.2,-11,-0.05,218
8570,US-2015-155817,521,3,0.2,0,0.08,6
8571,US-2015-155817,112,2,0.2,5,0.08,62
8572,US-2015-155894,284,3,0.2,-29,-0.24,124
8573,US-2015-156216,691,7,0.7,-12,-0.67,19
8574,US-2015-156559,839,9,0,172,0.27,639
8575,US-2015-157021,1314,4,0.2,6,0.33,17
8576,US-2015-157021,199,2,0,15,0.5,30
8577,US-2015-157070,38,5,0.1,12,0.19,66
8578,US-2015-157070,1644,4,0,67,0.48,139
8579,US-2015-157231,905,7,0,57,0.49,115
8580,US-2015-157385,1253,3,0,10,0.48,22
8581,US-2015-157385,296,1,0,6,0.21,30
8582,US-2015-157385,1378,2,0.2,24,0.06,381
8583,US-2015-157385,1181,5,0.2,-68,-0.11,604
8584,US-2015-157406,11,3,0.2,1,0.09,6
8585,US-2015-157406,1784,2,0.2,4,0.35,10
8586,US-2015-157847,1689,5,0.2,9,0.35,27
8587,US-2015-157847,1743,7,0.2,10,0.31,33
8588,US-2015-158057,395,4,0.7,-6,-0.77,8
8589,US-2015-158057,702,5,0.7,-39,-0.77,51
8590,US-2015-158365,1817,5,0,16,0.48,32
8591,US-2015-158400,716,4,0.2,19,0.38,49
8592,US-2015-158638,57,4,0.7,-4,-0.7,6
8593,US-2015-159611,1381,2,0.2,-25,-0.21,118
8594,US-2015-159611,545,3,0.2,-18,-0.1,182
8595,US-2015-159618,245,1,0.2,0,0.13,3
8596,US-2015-159618,63,6,0.2,-3,-0.19,17
8597,US-2015-159618,1820,7,0.2,13,0.35,36
8598,US-2015-159618,309,1,0.32,-13,-0.19,68
8599,US-2015-159618,913,3,0.2,21,0.26,80
8600,US-2015-159926,1257,3,0.7,-1,-0.73,2
8601,US-2015-159926,649,1,0.7,-41,-0.8,51
8602,US-2015-159926,564,3,0.2,5,0.09,60
8603,US-2015-159926,1382,1,0.2,-16,-0.21,77
8604,US-2015-159926,1105,6,0.4,-108,-0.2,540
8605,US-2015-160444,776,3,0.2,-44,-0.2,221
8606,US-2015-160444,636,11,0.2,-35,-0.13,281
8607,US-2015-160780,1631,7,0.7,-8,-0.73,11
8608,US-2015-160780,270,2,0.7,-17,-0.67,25
8609,US-2015-161305,5,2,0.2,5,0.34,14
8610,US-2015-161305,271,3,0.8,-38,-1.55,25
8611,US-2015-161613,825,3,0.3,-19,-0.03,674
8612,US-2015-163146,920,3,0,3,0.06,56
8613,US-2015-163797,121,8,0.2,-12,-0.24,50
8614,US-2015-164406,248,4,0.2,6,0.35,18
8615,US-2015-164406,688,3,0.2,15,0.33,46
8616,US-2015-164406,1719,3,0,42,0.45,93
8617,US-2015-164406,1584,3,0,43,0.28,153
8618,US-2015-164406,1179,4,0.2,-12,-0.06,195
8619,US-2015-164616,81,2,0.2,1,0.13,9
8620,US-2015-164616,685,4,0.7,-59,-0.77,77
8621,US-2015-164644,637,1,0.2,1,0.05,27
8622,US-2015-164763,58,3,0,5,0.47,11
8623,US-2015-164763,1754,2,0,6,0.49,13
8624,US-2015-164763,544,4,0,8,0.48,16
8625,US-2015-164763,715,2,0,15,0.49,30
8626,US-2015-164763,287,3,0,8,0.26,33
8627,US-2015-165589,489,5,0.6,-11,-0.45,25
8628,US-2015-165659,22,6,0,9,0.41,22
8629,US-2015-165659,102,7,0,229,0.26,882
8630,US-2015-165862,317,3,0.2,4,0.01,351
8631,US-2015-166310,482,2,0.6,-7,-0.88,9
8632,US-2015-166828,1690,2,0,6,0.49,12
8633,US-2015-167262,1280,8,0.2,84,0.11,742
8634,US-2015-167633,1821,3,0.2,5,0.35,16
8635,US-2015-167738,982,1,0,41,0.29,143
8636,US-2015-167738,771,6,0.2,18,0.06,292
8637,US-2015-168501,1292,1,0.2,1,0.34,2
8638,US-2015-168501,1335,5,0.2,17,0.06,268
8639,US-2015-169390,54,4,0,10,0.15,65
8640,US-2015-169789,898,5,0.7,-460,-0.83,552
8641,US-2016-100069,431,2,0,73,0.27,270
8642,US-2016-100377,400,5,0.2,875,0.31,2800
8643,US-2016-100531,1609,2,0.8,-23,-1.5,15
8644,US-2016-100531,493,3,0.6,-13,-0.53,24
8645,US-2016-101399,560,7,0.6,-312,-1.23,255
8646,US-2016-101511,84,5,0.2,-4,-0.24,16
8647,US-2016-101511,1233,7,0.3,-11,-0.03,397
8648,US-2016-103471,520,3,0.2,2,0.11,14
8649,US-2016-103471,169,7,0.7,-787,-1.33,590
8650,US-2016-103996,1576,3,0,5,0.46,10
8651,US-2016-103996,678,3,0,10,0.48,20
8652,US-2016-103996,1076,3,0,21,0.39,53
8653,US-2016-103996,1670,6,0,100,0.47,213
8654,US-2016-104185,907,1,0,31,0.26,120
8655,US-2016-104430,692,4,0.8,-8,-1.5,5
8656,US-2016-105676,577,4,0.6,-4,-0.6,7
8657,US-2016-106495,307,1,0.2,-1,-0.06,12
8658,US-2016-106873,523,2,0.2,2,0.16,15
8659,US-2016-106873,1131,7,0.2,2,0.11,16
8660,US-2016-106873,883,2,0.2,1,0.06,23
8661,US-2016-107349,1644,6,0.8,-67,-1.6,42
8662,US-2016-107944,1571,11,0,93,0.48,193
8663,US-2016-107944,1011,3,0,86,0.36,240
8664,US-2016-108966,574,2,0.2,3,0.11,22
8665,US-2016-108966,368,5,0.45,-383,-0.4,958
8666,US-2016-109015,336,1,0,2,0.25,8
8667,US-2016-109015,1455,2,0,101,0.3,338
8668,US-2016-110163,1038,1,0.2,2,0.23,8
8669,US-2016-110261,1402,3,0.2,14,0.09,158
8670,US-2016-110569,408,7,0.7,-13,-0.67,19
8671,US-2016-110569,663,4,0.2,14,0.11,122
8672,US-2016-111927,246,2,0,9,0.47,20
8673,US-2016-111927,619,3,0,27,0.35,76
8674,US-2016-112508,610,2,0.2,1,0.08,7
8675,US-2016-113327,1438,2,0.2,4,0.36,12
8676,US-2016-113327,1791,1,0.2,6,0.33,18
8677,US-2016-113327,1732,4,0.2,54,0.35,154
8678,US-2016-113327,1000,7,0.2,50,0.3,168
8679,US-2016-113593,112,3,0,30,0.26,115
8680,US-2016-114741,1801,1,0,3,0.48,6
8681,US-2016-114741,191,3,0,7,0.46,15
8682,US-2016-114741,1551,5,0,239,0.18,1326
8683,US-2016-114839,824,2,0.3,-6,-0.01,408
8684,US-2016-115238,1621,1,0,3,0.48,6
8685,US-2016-115238,496,1,0,4,0.4,9
8686,US-2016-115238,578,5,0,10,0.43,24
8687,US-2016-115238,549,5,0,13,0.42,31
8688,US-2016-115238,912,10,0,59,0.28,210
8689,US-2016-115343,79,5,0.2,6,0.11,56
8690,US-2016-115343,1024,3,0.2,-8,-0.01,618
8691,US-2016-116981,519,3,0,3,0.26,13
8692,US-2016-116981,533,7,0,282,0.26,1085
8693,US-2016-117184,1567,3,0.2,5,0.35,14
8694,US-2016-117184,714,5,0.8,-50,-1.5,33
8695,US-2016-117492,64,9,0,20,0.26,78
8696,US-2016-118766,267,10,0.8,-7,-1.75,4
8697,US-2016-118766,1501,1,0.2,2,0.38,4
8698,US-2016-118906,1271,6,0,25,0.28,90
8699,US-2016-118983,1520,3,0.8,-4,-1.5,3
8700,US-2016-118983,815,5,0.8,-124,-1.8,69
8701,US-2016-119312,584,14,0,76,0.28,270
8702,US-2016-120161,648,9,0.2,-146,-0.23,647
8703,US-2016-120502,673,2,0,16,0.42,38
8704,US-2016-120502,27,2,0,30,0.39,76
8705,US-2016-120502,33,2,0.2,19,0.08,259
8706,US-2016-120572,43,2,0.7,-9,-0.7,13
8707,US-2016-120712,661,4,0.2,-2,-0.03,89
8708,US-2016-120957,1822,2,0,6,0.48,13
8709,US-2016-122140,142,2,0.8,-80,-2.5,32
8710,US-2016-122140,140,3,0.2,2,0.04,48
8711,US-2016-122140,966,7,0.2,-1,-0.01,50
8712,US-2016-122784,237,5,0.8,-4,-1.55,3
8713,US-2016-122784,1322,2,0.2,13,0.09,154
8714,US-2016-122784,1193,4,0.3,-126,-0.33,385
8715,US-2016-122784,168,5,0.3,-52,-0.06,913
8716,US-2016-122910,1612,2,0.2,20,0.1,202
8717,US-2016-123218,145,2,0.2,12,0.08,160
8718,US-2016-123218,1011,4,0.2,51,0.2,256
8719,US-2016-123218,1432,3,0.3,-72,-0.2,359
8720,US-2016-123918,1785,1,0.2,2,0.35,5
8721,US-2016-123918,392,6,0.6,-95,-0.73,131
8722,US-2016-123960,487,2,0,11,0.37,29
